ISBN,Book-Title,Book-Author,Publisher,Year-Of-Publication,Image-URL-L
0345354931,Night Mare (Xanth Novels (Paperback)),Piers Anthony,Del Rey Books,1990.0,http://images.amazon.com/images/P/0345354931.01.LZZZZZZZ.jpg
0553278223,The Martian Chronicles,RAY BRADBURY,Spectra,1984.0,http://images.amazon.com/images/P/0553278223.01.LZZZZZZZ.jpg
3150000335,Kabale Und Liebe,Schiller,"Philipp Reclam, Jun Verlag GmbH",0.0,http://images.amazon.com/images/P/3150000335.01.LZZZZZZZ.jpg
3257203659,Der illustrierte Mann. ErzÃ?Â¤hlungen.,Ray Bradbury,Diogenes,2002.0,http://images.amazon.com/images/P/3257203659.01.LZZZZZZZ.jpg
3257207522,Der KÃ?Â¶nig in Gelb.,Raymond Chandler,Diogenes Verlag,1980.0,http://images.amazon.com/images/P/3257207522.01.LZZZZZZZ.jpg
3257208626,Fahrenheit 451,Ray Bradbury,Distribooks Inc,1994.0,http://images.amazon.com/images/P/3257208626.01.LZZZZZZZ.jpg
3257208634,Die Mars- Chroniken. Roman in ErzÃ?Â¤hlungen.,Ray Bradbury,Diogenes Verlag,1981.0,http://images.amazon.com/images/P/3257208634.01.LZZZZZZZ.jpg
3257208669,Das BÃ?Â¶se kommt auf leisen Sohlen.,Ray Bradbury,Diogenes,2003.0,http://images.amazon.com/images/P/3257208669.01.LZZZZZZZ.jpg
3257210450,LÃ?Â¶wenzahnwein. Roman.,Ray Bradbury,Diogenes Verlag,1999.0,http://images.amazon.com/images/P/3257210450.01.LZZZZZZZ.jpg
3257212054,Das Kind von morgen. ErzÃ?Â¤hlungen.,Ray Bradbury,Diogenes Verlag,2000.0,http://images.amazon.com/images/P/3257212054.01.LZZZZZZZ.jpg
3257212429,Die Mechanismen der Freude. ErzÃ?Â¤hlungen.,Ray Bradbury,Diogenes Verlag,2000.0,http://images.amazon.com/images/P/3257212429.01.LZZZZZZZ.jpg
3257214154,Familientreffen. ErzÃ?Â¤hlungen.,Ray Bradbury,Diogenes Verlag,2000.0,http://images.amazon.com/images/P/3257214154.01.LZZZZZZZ.jpg
3257216416,Der Tod kommt schnell in Mexico. ErzÃ?Â¤hlungen.,Ray Bradbury,Diogenes Verlag,1988.0,http://images.amazon.com/images/P/3257216416.01.LZZZZZZZ.jpg
3257233051,Veronika Deschliesst Zu Sterben / Vernika Decides to Die,Paolo Coelho,Distribooks,2002.0,http://images.amazon.com/images/P/3257233051.01.LZZZZZZZ.jpg
342311360X,Die Liebe in Den Zelten,Gabriel Garcia Marquez,Deutscher Taschenbuch Verlag (DTV),0.0,http://images.amazon.com/images/P/342311360X.01.LZZZZZZZ.jpg
3423116714,Die Klone der Joanna May. Roman.,Fay Weldon,Dtv,1993.0,http://images.amazon.com/images/P/3423116714.01.LZZZZZZZ.jpg
3423241489,Ist mein Hintern wirklich so dick? Tagebuch einer empfindsamen Frau.,Arabella Weir,Dtv,1998.0,http://images.amazon.com/images/P/3423241489.01.LZZZZZZZ.jpg
3426605686,Haifischfrauen.,Kiana Davenport,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",1996.0,http://images.amazon.com/images/P/3426605686.01.LZZZZZZZ.jpg
3453212150,Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.,Sue Townsend,Heyne,2002.0,http://images.amazon.com/images/P/3453212150.01.LZZZZZZZ.jpg
3462021095,Schwarzer Tee mit drei StÃ¼ck Zucker,Renan Demirkan,Kiepenheuer &amp; Witsch,1991.0,http://images.amazon.com/images/P/3462021095.01.LZZZZZZZ.jpg
3492045642,QuerschÃ?Â¼sse - Downsize This!,Michael Moore,Piper,2003.0,http://images.amazon.com/images/P/3492045642.01.LZZZZZZZ.jpg
3498020862,Die Korrekturen.,Jonathan Franzen,"Rowohlt, Reinbek",2002.0,http://images.amazon.com/images/P/3498020862.01.LZZZZZZZ.jpg
3499110695,Neun ErzÃ?Â¤hlungen.,Jerome D. Salinger,Rowohlt Tb.,1968.0,http://images.amazon.com/images/P/3499110695.01.LZZZZZZZ.jpg
3499151502,"Hebt den Dachbalken hoch, Zimmerleute / Seymour wird vorgestellt.",Jerome D. Salinger,Rowohlt Tb.,1998.0,http://images.amazon.com/images/P/3499151502.01.LZZZZZZZ.jpg
3518111000,"Ulysses (Ã?Â?bersetzg. WollschlÃ?Â¤ger). ( Neue Folge, 100).",James Joyce,Suhrkamp,1981.0,http://images.amazon.com/images/P/3518111000.01.LZZZZZZZ.jpg
3548254268,Eine ganz normale AffÃ?Â¤re.,Joanna Trollope,Ullstein Tb,2002.0,http://images.amazon.com/images/P/3548254268.01.LZZZZZZZ.jpg
3570300099,"Das Intimleben des Adrian Mole, 13 3/4 Jahre. cbt. ( Ab 14 J.).",Sue Townsend,"Bertelsmann, MÃ?Â¼nchen",2002.0,http://images.amazon.com/images/P/3570300099.01.LZZZZZZZ.jpg
3596292646,Das Buch der lÃ?Â¤cherlichen Liebe.,Milan Kundera,"Fischer (Tb.), Frankfurt",2000.0,http://images.amazon.com/images/P/3596292646.01.LZZZZZZZ.jpg
0060977493,The God of Small Things,Arundhati Roy,Perennial,1998.0,http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg
0312872682,The James Dean Affair: A Neil Gulliver &amp; Stevie Marriner Novel,Robert S. Levinson,St Martins Pr,2000.0,http://images.amazon.com/images/P/0312872682.01.LZZZZZZZ.jpg
0316602906,The Big Bad Wolf: A Novel,James Patterson,"Little, Brown",2003.0,http://images.amazon.com/images/P/0316602906.01.LZZZZZZZ.jpg
0316693006,Four Blind Mice,James Patterson,"Little, Brown",2002.0,http://images.amazon.com/images/P/0316693006.01.LZZZZZZZ.jpg
0345311396,Private Screening,Richard North Patterson,Ballantine Books,1994.0,http://images.amazon.com/images/P/0345311396.01.LZZZZZZZ.jpg
0345378490,Congo,Michael Crichton,Ballantine Books,1995.0,http://images.amazon.com/images/P/0345378490.01.LZZZZZZZ.jpg
0345404793,Protect and Defend,Richard North Patterson,Ballantine Books,2001.0,http://images.amazon.com/images/P/0345404793.01.LZZZZZZZ.jpg
0345433173,The Tall Pine Polka,Lorna Landvik,Ballantine Books,1999.0,http://images.amazon.com/images/P/0345433173.01.LZZZZZZZ.jpg
0375400117,Memoirs of a Geisha,Arthur Golden,Alfred A. Knopf,1997.0,http://images.amazon.com/images/P/0375400117.01.LZZZZZZZ.jpg
0375705856,Plainsong (Vintage Contemporaries),KENT HARUF,Vintage,2000.0,http://images.amazon.com/images/P/0375705856.01.LZZZZZZZ.jpg
0380717018,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,Avon,1992.0,http://images.amazon.com/images/P/0380717018.01.LZZZZZZZ.jpg
0380718332,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,Avon,1993.0,http://images.amazon.com/images/P/0380718332.01.LZZZZZZZ.jpg
0380754509,The Case of the Lost Look-Alike (An Avon Camelot Book),Carol J. Farley,Avon Books,1988.0,http://images.amazon.com/images/P/0380754509.01.LZZZZZZZ.jpg
038076654X,Petals on the River,Kathleen E. Woodiwiss,Avon Trade,1997.0,http://images.amazon.com/images/P/038076654X.01.LZZZZZZZ.jpg
0380807866,The Elusive Flame,Kathleen E. Woodiwiss,Avon,1999.0,http://images.amazon.com/images/P/0380807866.01.LZZZZZZZ.jpg
0385316895,Legacy of Silence,Belva Plain,Bantam Dell Pub Group,1998.0,http://images.amazon.com/images/P/0385316895.01.LZZZZZZZ.jpg
0385497466,The Brethren,JOHN GRISHAM,Doubleday,2000.0,http://images.amazon.com/images/P/0385497466.01.LZZZZZZZ.jpg
0385508042,The King of Torts,John Grisham,Doubleday Books,2003.0,http://images.amazon.com/images/P/0385508042.01.LZZZZZZZ.jpg
0385509456,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,Doubleday,2003.0,http://images.amazon.com/images/P/0385509456.01.LZZZZZZZ.jpg
0385511612,Bleachers,John Grisham,Doubleday,2003.0,http://images.amazon.com/images/P/0385511612.01.LZZZZZZZ.jpg
0385730586,Sisterhood of the Traveling Pants,ANN BRASHARES,Delacorte Books for Young Readers,2003.0,http://images.amazon.com/images/P/0385730586.01.LZZZZZZZ.jpg
0425164403,Only Love (Magical Love),Erich Segal,Berkley Publishing Group,1998.0,http://images.amazon.com/images/P/0425164403.01.LZZZZZZZ.jpg
0440234964,All or Nothing (Wheeler Large Print Books),Elizabeth Adler,Island,2000.0,http://images.amazon.com/images/P/0440234964.01.LZZZZZZZ.jpg
0446605484,Roses Are Red (Alex Cross Novels),James Patterson,Warner Vision,2001.0,http://images.amazon.com/images/P/0446605484.01.LZZZZZZZ.jpg
0446610399,The Rescue,Nicholas Sparks,Warner Books,2001.0,http://images.amazon.com/images/P/0446610399.01.LZZZZZZZ.jpg
0449006522,Manhattan Hunt Club,JOHN SAUL,Ballantine Books,2002.0,http://images.amazon.com/images/P/0449006522.01.LZZZZZZZ.jpg
0449911004,Patty Jane's House of Curl (Ballantine Reader's Circle),LORNA LANDVIK,Ballantine Books,1996.0,http://images.amazon.com/images/P/0449911004.01.LZZZZZZZ.jpg
0451162072,Pet Sematary,Stephen King,Signet Book,1994.0,http://images.amazon.com/images/P/0451162072.01.LZZZZZZZ.jpg
0451186648,Silent Snow,Steve Thayer,Signet Book,2000.0,http://images.amazon.com/images/P/0451186648.01.LZZZZZZZ.jpg
0452282152,Girl with a Pearl Earring,Tracy Chevalier,Plume Books,2001.0,http://images.amazon.com/images/P/0452282152.01.LZZZZZZZ.jpg
051513290X,Summer of Storms,Judith Kelman,Jove Books,2002.0,http://images.amazon.com/images/P/051513290X.01.LZZZZZZZ.jpg
0553580388,The Patient,Michael Palmer,Bantam Books,2001.0,http://images.amazon.com/images/P/0553580388.01.LZZZZZZZ.jpg
0590598848,"Demona's Revenge (Gargoyles, No. 2)",Francine Hughes,Scholastic,1995.0,http://images.amazon.com/images/P/0590598848.01.LZZZZZZZ.jpg
0590629719,Clifford's Sports Day,Norman Bridwell,Scholastic,1996.0,http://images.amazon.com/images/P/0590629719.01.LZZZZZZZ.jpg
0671023616,Postmortem (Kay Scarpetta Mysteries (Paperback)),Patricia Cornwell,Pocket,1998.0,http://images.amazon.com/images/P/0671023616.01.LZZZZZZZ.jpg
0671027387,Deception Point,Dan Brown,Pocket,2002.0,http://images.amazon.com/images/P/0671027387.01.LZZZZZZZ.jpg
0684848783,Tis : A Memoir,Frank McCourt,Scribner,1999.0,http://images.amazon.com/images/P/0684848783.01.LZZZZZZZ.jpg
0743486226,Angels &amp; Demons,Dan Brown,Atria,2003.0,http://images.amazon.com/images/P/0743486226.01.LZZZZZZZ.jpg
0786863986,A Monk Swimming,Malachy McCourt,Hyperion,1998.0,http://images.amazon.com/images/P/0786863986.01.LZZZZZZZ.jpg
0803251718,Crazy Horse,Mari Sandoz,University of Nebraska Press,1961.0,http://images.amazon.com/images/P/0803251718.01.LZZZZZZZ.jpg
0804117934,The Silent Cry (William Monk Novels (Paperback)),Anne Perry,Ivy Books,1998.0,http://images.amazon.com/images/P/0804117934.01.LZZZZZZZ.jpg
140003180X,The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency),ALEXANDER MCCALL SMITH,Anchor,2004.0,http://images.amazon.com/images/P/140003180X.01.LZZZZZZZ.jpg
155874262X,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,Health Communications,1993.0,http://images.amazon.com/images/P/155874262X.01.LZZZZZZZ.jpg
0060987103,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,Regan Books,1996.0,http://images.amazon.com/images/P/0060987103.01.LZZZZZZZ.jpg
0151008116,Life of Pi,Yann Martel,Harcourt,2002.0,http://images.amazon.com/images/P/0151008116.01.LZZZZZZZ.jpg
0375704965,A Judgement in Stone,Ruth Rendell,Vintage Books USA,2000.0,http://images.amazon.com/images/P/0375704965.01.LZZZZZZZ.jpg
0525947647,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,Al Franken,Dutton Books,2003.0,http://images.amazon.com/images/P/0525947647.01.LZZZZZZZ.jpg
0804111359,Secret History,DONNA TARTT,Ballantine Books,1993.0,http://images.amazon.com/images/P/0804111359.01.LZZZZZZZ.jpg
1558744150,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,Health Communications,1996.0,http://images.amazon.com/images/P/1558744150.01.LZZZZZZZ.jpg
0435272683,Great Expectations (Heinemann Guided Readers),John Milne,Delta Systems,1995.0,http://images.amazon.com/images/P/0435272683.01.LZZZZZZZ.jpg
0316782505,The Weight of Water,Anita Shreve,"Little, Brown",2001.0,http://images.amazon.com/images/P/0316782505.01.LZZZZZZZ.jpg
006102063X,Moving Pictures (Discworld Novels (Paperback)),Terry Pratchett,HarperTorch,2002.0,http://images.amazon.com/images/P/006102063X.01.LZZZZZZZ.jpg
0060013117,Night Watch,Terry Pratchett,HarperCollins,2002.0,http://images.amazon.com/images/P/0060013117.01.LZZZZZZZ.jpg
0060199563,Thief of Time,Terry Pratchett,HarperCollins Publishers,2001.0,http://images.amazon.com/images/P/0060199563.01.LZZZZZZZ.jpg
006052779X,Charlotte's Web Book and Charm (Charming Classics),E. B. White,HarperFestival,2003.0,http://images.amazon.com/images/P/006052779X.01.LZZZZZZZ.jpg
0060563079,Peter Pan: The Original Story (Peter Pan),J. M. Barrie,HarperFestival,2003.0,http://images.amazon.com/images/P/0060563079.01.LZZZZZZZ.jpg
0060809027,My Friend Flicka,Mary O'Hara,Perennial,1988.0,http://images.amazon.com/images/P/0060809027.01.LZZZZZZZ.jpg
0061040967,The Last Hero : A Discworld Fable (Discworld Novels (Hardcover)),Terry Pratchett,HarperCollins,2001.0,http://images.amazon.com/images/P/0061040967.01.LZZZZZZZ.jpg
0061050474,Jingo: A Discworld Novel (Discworld Series/Terry Pratchett),Terry Pratchett,HarperPrism,1998.0,http://images.amazon.com/images/P/0061050474.01.LZZZZZZZ.jpg
0061052515,"Maskerade: A Novel of Discworld (Pratchett, Terry. Discworld Series (New York, N.Y.).)",Terry Pratchett,HarperPrism,1997.0,http://images.amazon.com/images/P/0061052515.01.LZZZZZZZ.jpg
0061052523,Interesting Times: A Novel of Discworld,Terry Pratchett,Harpercollins,1997.0,http://images.amazon.com/images/P/0061052523.01.LZZZZZZZ.jpg
0064472264,"On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson",Louise Rennison,HarperTempest,2002.0,http://images.amazon.com/images/P/0064472264.01.LZZZZZZZ.jpg
0140620664,Mansfield Park (Penguin Popular Classics),Jane Austen,Penguin Books Ltd,1994.0,http://images.amazon.com/images/P/0140620664.01.LZZZZZZZ.jpg
0312148267,The Wind in the Willows,Kenneth Grahame,St. Martin's Press,1996.0,http://images.amazon.com/images/P/0312148267.01.LZZZZZZZ.jpg
0312156960,The Winter King: A Novel of Arthur (The Warlord Chronicles: I),Bernard Cornwell,St. Martin's Griffin,1997.0,http://images.amazon.com/images/P/0312156960.01.LZZZZZZZ.jpg
0312890044,Moonheart (Newford),Charles de Lint,Orb Books,1994.0,http://images.amazon.com/images/P/0312890044.01.LZZZZZZZ.jpg
034543191X,The King of Elfland's Daughter (Del Rey Impact),Edward John Moreton Drax Plunkett Dunsany,Del Rey Books,1999.0,http://images.amazon.com/images/P/034543191X.01.LZZZZZZZ.jpg
0373836023,Powder and Patch,Georgette Heyer,Harlequin,2004.0,http://images.amazon.com/images/P/0373836023.01.LZZZZZZZ.jpg
0375751513,The Picture of Dorian Gray (Modern Library (Paperback)),OSCAR WILDE,Modern Library,1998.0,http://images.amazon.com/images/P/0375751513.01.LZZZZZZZ.jpg
0375801677,The Iron Giant,Ted Hughes,Knopf Books for Young Readers,1999.0,http://images.amazon.com/images/P/0375801677.01.LZZZZZZZ.jpg
0375814248,James and the Giant Peach,ROALD DAHL,Knopf Books for Young Readers,2002.0,http://images.amazon.com/images/P/0375814248.01.LZZZZZZZ.jpg
0375823352,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,Knopf Books for Young Readers,2002.0,http://images.amazon.com/images/P/0375823352.01.LZZZZZZZ.jpg
037582345X,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,Knopf Books for Young Readers,2002.0,http://images.amazon.com/images/P/037582345X.01.LZZZZZZZ.jpg
0375823468,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,Knopf Books for Young Readers,2002.0,http://images.amazon.com/images/P/0375823468.01.LZZZZZZZ.jpg
0380730448,"The Adrian Mole Diaries : The Secret Diary of Adrian Mole, Aged 13 3/4 : The Growing Pains of Adrian Mole",Sue Townsend,Perennial,1997.0,http://images.amazon.com/images/P/0380730448.01.LZZZZZZZ.jpg
0380973839,Martian Chronicles,Ray Bradbury,William Morrow,1997.0,http://images.amazon.com/images/P/0380973839.01.LZZZZZZZ.jpg
0385327773,The Great God Pan,Donna Jo Napoli,Wendy Lamb Books,2003.0,http://images.amazon.com/images/P/0385327773.01.LZZZZZZZ.jpg
0394586239,Possession: A Romance,A. S. Byatt,Random House Inc,1990.0,http://images.amazon.com/images/P/0394586239.01.LZZZZZZZ.jpg
0439510112,Born Confused,Tanuja Desai Hidier,Push,2003.0,http://images.amazon.com/images/P/0439510112.01.LZZZZZZZ.jpg
0440241413,Confessions of a Shopaholic,SOPHIE KINSELLA,Dell,2003.0,http://images.amazon.com/images/P/0440241413.01.LZZZZZZZ.jpg
0451409256,Making Minty Malone,Isabel Wolff,Onyx Books,2000.0,http://images.amazon.com/images/P/0451409256.01.LZZZZZZZ.jpg
0451523415,Little Women (Signet Classic),Louisa May Alcott,Signet Classics,1988.0,http://images.amazon.com/images/P/0451523415.01.LZZZZZZZ.jpg
0451526279,Emma (Signet Classics (Paperback)),Jane Austen,Signet Classics,1996.0,http://images.amazon.com/images/P/0451526279.01.LZZZZZZZ.jpg
0451526341,Animal Farm,George Orwell,Signet,2004.0,http://images.amazon.com/images/P/0451526341.01.LZZZZZZZ.jpg
0486415864,Great Expectations (Dover Thrift Editions),Charles Dickens,Dover Publications,2001.0,http://images.amazon.com/images/P/0486415864.01.LZZZZZZZ.jpg
0553280589,Eva Luna,Isabel Allende,Bantam Books,1989.0,http://images.amazon.com/images/P/0553280589.01.LZZZZZZZ.jpg
0571197639,Poisonwood Bible Edition Uk,Barbara Kingsolver,Faber Faber Inc,0.0,http://images.amazon.com/images/P/0571197639.01.LZZZZZZZ.jpg
0670035262,The Green Man : Tales from the Mythic Forest,Ellen Datlow,Viking Juvenile,2002.0,http://images.amazon.com/images/P/0670035262.01.LZZZZZZZ.jpg
0679423079,Nicholas Nickleby (Everyman's Library),Charles Dickens,Alfred A. Knopf,1993.0,http://images.amazon.com/images/P/0679423079.01.LZZZZZZZ.jpg
0679751343,Angels &amp; Insects : Two Novellas,A.S. BYATT,Vintage,1994.0,http://images.amazon.com/images/P/0679751343.01.LZZZZZZZ.jpg
0684833395,Catch 22,Joseph Heller,Simon &amp; Schuster,1996.0,http://images.amazon.com/images/P/0684833395.01.LZZZZZZZ.jpg
0743245024,The Forsyte Saga : The Man of Property and In Chancery,John Galsworthy,Touchstone,2002.0,http://images.amazon.com/images/P/0743245024.01.LZZZZZZZ.jpg
0749748001,The Enchanted Wood,Enid Blyton,Egmont Childrens Books,2002.0,http://images.amazon.com/images/P/0749748001.01.LZZZZZZZ.jpg
0749748028,The Folk of the Faraway Tree,Enid Blyton,Egmont Childrens Books,2002.0,http://images.amazon.com/images/P/0749748028.01.LZZZZZZZ.jpg
0963094424,Angels and Visitations: A Miscellany,Neil Gaiman,Dreamhaven Books,1993.0,http://images.amazon.com/images/P/0963094424.01.LZZZZZZZ.jpg
1401201172,"League of Extraordinary Gentlemen, Vol. 2 (Comic)",Alan Moore,DC Comics,2003.0,http://images.amazon.com/images/P/1401201172.01.LZZZZZZZ.jpg
1563892278,"Preludes and Nocturnes (Sandman, Book 1)",Neil Gaiman,DC Comics,1998.0,http://images.amazon.com/images/P/1563892278.01.LZZZZZZZ.jpg
1563898586,"The League of Extraordinary Gentlemen, Vol. 1",Alan Moore,DC Comics,2002.0,http://images.amazon.com/images/P/1563898586.01.LZZZZZZZ.jpg
156971620X,Harlequin Valentine,Neil Gaiman,Dark Horse Comics,2002.0,http://images.amazon.com/images/P/156971620X.01.LZZZZZZZ.jpg
1592571301,Alpha Teach Yourself American Sign Language in 24 Hours (Alpha Teach Yourself in 24 Hours),Trudy Suggs,Alpha Books,2003.0,http://images.amazon.com/images/P/1592571301.01.LZZZZZZZ.jpg
0374270325,A Man in Full,Tom Wolfe,Farrar Straus &amp; Giroux,1998.0,http://images.amazon.com/images/P/0374270325.01.LZZZZZZZ.jpg
0375719180,The Miracle Life of Edgar Mint: A Novel,Brady Udall,Vintage Books USA,2002.0,http://images.amazon.com/images/P/0375719180.01.LZZZZZZZ.jpg
0440235502,October Sky: A Memoir,Homer Hickam,Dell,1999.0,http://images.amazon.com/images/P/0440235502.01.LZZZZZZZ.jpg
044023722X,A Painted House,John Grisham,Dell Publishing Company,2001.0,http://images.amazon.com/images/P/044023722X.01.LZZZZZZZ.jpg
1573225487,The Romance Reader,Pearl Abraham,Riverhead Books,1996.0,http://images.amazon.com/images/P/1573225487.01.LZZZZZZZ.jpg
1853260673,Far from the Madding Crowd (Wordsworth Classics),Thomas Hardy,NTC/Contemporary Publishing Company,1997.0,http://images.amazon.com/images/P/1853260673.01.LZZZZZZZ.jpg
0060977477,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,Perennial,1999.0,http://images.amazon.com/images/P/0060977477.01.LZZZZZZZ.jpg
0345391691,The Battle for God,Karen Armstrong,Ballantine Books,2001.0,http://images.amazon.com/images/P/0345391691.01.LZZZZZZZ.jpg
0520011171,Sappho: A New Translation,Mary Barnard,University of California Press,1958.0,http://images.amazon.com/images/P/0520011171.01.LZZZZZZZ.jpg
